0.000000E+00	1.494491E+00
1.000000E-03	1.518858E+00
2.000000E-03	1.499527E+00
3.000000E-03	1.505901E+00
4.000000E-03	1.536295E+00
5.000000E-03	1.534706E+00
6.000000E-03	1.517902E+00
7.000000E-03	1.549148E+00
8.000000E-03	1.528853E+00
9.000000E-03	1.553235E+00
1.000000E-02	1.539869E+00
1.100000E-02	1.520115E+00
1.200000E-02	1.534557E+00
1.300000E-02	1.549617E+00
1.400000E-02	1.526053E+00
1.500000E-02	1.556038E+00
1.600000E-02	1.531404E+00
1.700000E-02	1.563035E+00
1.800000E-02	1.559143E+00
1.900000E-02	1.528789E+00
2.000000E-02	1.540645E+00
2.100000E-02	1.575896E+00
2.200000E-02	1.543053E+00
2.300000E-02	1.568094E+00
2.400000E-02	1.570571E+00
2.500000E-02	1.555512E+00
2.600000E-02	1.545226E+00
2.700000E-02	1.526748E+00
2.800000E-02	1.523297E+00
2.900000E-02	1.522400E+00
3.000000E-02	1.517142E+00
3.100000E-02	1.511536E+00
3.200000E-02	1.543644E+00
3.300000E-02	1.514819E+00
3.400000E-02	1.525122E+00
3.500000E-02	1.518740E+00
3.600000E-02	1.517754E+00
3.700000E-02	1.540357E+00
3.800000E-02	1.541681E+00
3.900000E-02	1.504463E+00
4.000000E-02	1.524285E+00
4.100000E-02	1.544353E+00
4.200000E-02	1.540729E+00
4.300000E-02	1.564680E+00
4.400000E-02	1.546349E+00
4.500000E-02	1.557422E+00
4.600000E-02	1.538486E+00
4.700000E-02	1.557486E+00
4.800000E-02	1.551944E+00
4.900000E-02	1.562441E+00
5.000000E-02	1.582001E+00
5.100000E-02	1.558166E+00
5.200000E-02	1.579751E+00
5.300000E-02	1.552767E+00
5.400000E-02	1.574335E+00
5.500000E-02	1.571029E+00
5.600000E-02	1.572978E+00
5.700000E-02	1.568855E+00
5.800000E-02	1.603353E+00
5.900000E-02	1.579650E+00
6.000000E-02	1.575899E+00
6.100000E-02	1.613090E+00
6.200000E-02	1.591078E+00
6.300000E-02	1.587278E+00
6.400000E-02	1.613539E+00
6.500000E-02	1.572493E+00
6.600000E-02	1.584984E+00
6.700000E-02	1.595287E+00
6.800000E-02	1.567518E+00
6.900000E-02	1.603457E+00
7.000000E-02	1.551028E+00
7.100000E-02	1.567153E+00
7.200000E-02	1.580379E+00
7.300000E-02	1.569394E+00
7.400000E-02	1.529505E+00
7.500000E-02	1.549172E+00
7.600000E-02	1.528357E+00
7.700000E-02	1.531643E+00
7.800000E-02	1.565291E+00
7.900000E-02	1.529825E+00
8.000000E-02	1.527225E+00
8.100000E-02	1.556726E+00
8.200000E-02	1.528117E+00
8.300000E-02	1.523600E+00
8.400000E-02	1.541224E+00
8.500000E-02	1.505982E+00
8.600000E-02	1.520273E+00
8.700000E-02	1.540502E+00
8.800000E-02	1.519694E+00
8.900000E-02	1.537996E+00
9.000000E-02	1.530705E+00
9.100000E-02	1.529142E+00
9.200000E-02	1.515038E+00
9.300000E-02	1.515604E+00
9.400000E-02	1.516294E+00
9.500000E-02	1.514145E+00
9.600000E-02	1.540388E+00
9.700000E-02	1.543032E+00
9.800000E-02	1.554452E+00
9.900000E-02	1.525122E+00
1.000000E-01	1.523035E+00
1.010000E-01	1.569698E+00
1.020000E-01	1.536970E+00
1.030000E-01	1.575147E+00
1.040000E-01	1.543251E+00
1.050000E-01	1.542158E+00
1.060000E-01	1.560409E+00
1.070000E-01	1.577401E+00
1.080000E-01	1.549007E+00
1.090000E-01	1.547598E+00
1.100000E-01	1.555535E+00
1.110000E-01	1.558021E+00
1.120000E-01	1.582454E+00
1.130000E-01	1.546175E+00
1.140000E-01	1.554665E+00
1.150000E-01	1.571752E+00
1.160000E-01	1.520876E+00
1.170000E-01	1.548981E+00
1.180000E-01	1.564853E+00
1.190000E-01	1.532142E+00
1.200000E-01	1.550881E+00
1.210000E-01	1.543339E+00
1.220000E-01	1.516903E+00
1.230000E-01	1.541630E+00
1.240000E-01	1.536007E+00
1.250000E-01	1.531097E+00
1.260000E-01	1.533621E+00
1.270000E-01	1.534371E+00
1.280000E-01	1.521971E+00
1.290000E-01	1.533288E+00
1.300000E-01	1.516476E+00
1.310000E-01	1.498310E+00
1.320000E-01	1.526636E+00
1.330000E-01	1.493127E+00
1.340000E-01	1.483939E+00
1.350000E-01	1.519976E+00
1.360000E-01	1.484366E+00
1.370000E-01	1.478043E+00
1.380000E-01	1.493140E+00
1.390000E-01	1.500743E+00
1.400000E-01	1.508907E+00
1.410000E-01	1.517202E+00
1.420000E-01	1.491271E+00
1.430000E-01	1.493944E+00
1.440000E-01	1.502407E+00
1.450000E-01	1.519813E+00
1.460000E-01	1.530551E+00
1.470000E-01	1.507852E+00
1.480000E-01	1.528281E+00
1.490000E-01	1.537557E+00
1.500000E-01	1.501595E+00
1.510000E-01	1.507038E+00
1.520000E-01	1.555684E+00
1.530000E-01	1.534164E+00
1.540000E-01	1.524813E+00
1.550000E-01	1.535061E+00
1.560000E-01	1.541304E+00
1.570000E-01	1.513230E+00
1.580000E-01	1.565031E+00
1.590000E-01	1.532075E+00
1.600000E-01	1.539746E+00
1.610000E-01	1.531268E+00
1.620000E-01	1.523550E+00
1.630000E-01	1.543559E+00
1.640000E-01	1.551707E+00
1.650000E-01	1.556090E+00
1.660000E-01	1.565208E+00
1.670000E-01	1.564261E+00
1.680000E-01	1.527757E+00
1.690000E-01	1.552686E+00
1.700000E-01	1.537693E+00
1.710000E-01	1.526889E+00
1.720000E-01	1.530878E+00
1.730000E-01	1.509241E+00
1.740000E-01	1.530460E+00
1.750000E-01	1.524863E+00
